true_defect,defect_img_path,defect_image_name,img_shape,board,comp_id,comp_type,date
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070286/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818070286,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070286/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818070286,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070286/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818070286,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070286/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818070286,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070047/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818070047,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070047/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818070047,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070047/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818070047,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070047/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818070047,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070288/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818070288,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070288/D0_C144.jpg,D0_C144.jpg,"(56, 23, 3)",0423818070288,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070288/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818070288,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070288/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818070288,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070022/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818070022,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070022/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818070022,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070022/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818070022,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070022/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818070022,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070025/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818070025,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070025/D1_C144.jpg,D1_C144.jpg,"(56, 23, 3)",0423818070025,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070025/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818070025,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070025/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818070025,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069795/D1_C143.jpg,D1_C143.jpg,"(57, 22, 3)",0423818069795,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069795/D1_C144.jpg,D1_C144.jpg,"(56, 23, 3)",0423818069795,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069795/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069795,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069795/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069795,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069795/D1_C48.jpg,D1_C48.jpg,"(94, 175, 3)",0423818069795,C48,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069905/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069905,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069905/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069905,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069905/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069905,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069905/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069905,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069905/D1_C1085.jpg,D1_C1085.jpg,"(37, 84, 3)",0423818069905,C1085,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069877/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069877,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069877/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069877,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069877/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069877,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069877/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069877,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069877/D1_C206.jpg,D1_C206.jpg,"(36, 84, 3)",0423818069877,C206,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069870/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069870,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069870/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069870,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069870/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069870,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069870/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069870,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069870/D0_C206.jpg,D0_C206.jpg,"(36, 85, 3)",0423818069870,C206,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069884/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069884,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069884/D0_C144.jpg,D0_C144.jpg,"(56, 23, 3)",0423818069884,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069884/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069884,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069884/D0_C1087.jpg,D0_C1087.jpg,"(85, 37, 3)",0423818069884,C1087,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069884/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069884,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069879/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069879,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069879/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069879,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069879/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069879,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069879/D1_C39.jpg,D1_C39.jpg,"(85, 37, 3)",0423818069879,C39,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069879/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069879,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069841/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069841,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069841/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069841,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069841/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069841,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069841/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069841,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070309/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818070309,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070309/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818070309,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070309/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818070309,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070309/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818070309,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070309/D1_C1085.jpg,D1_C1085.jpg,"(37, 84, 3)",0423818070309,C1085,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069840/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069840,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069840/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069840,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069840/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069840,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069840/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069840,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069878/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069878,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069878/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069878,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069878/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069878,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069878/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069878,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069885/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069885,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069885/D1_C144.jpg,D1_C144.jpg,"(56, 23, 3)",0423818069885,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069885/D1_C1088.jpg,D1_C1088.jpg,"(85, 37, 3)",0423818069885,C1088,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069885/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069885,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069885/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069885,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069885/D1_C202.jpg,D1_C202.jpg,"(36, 85, 3)",0423818069885,C202,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069871/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069871,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069871/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069871,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069871/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069871,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069871/D1_C530.jpg,D1_C530.jpg,"(207, 272, 3)",0423818069871,C530,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069871/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069871,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069876/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069876,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069876/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069876,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069876/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069876,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069876/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069876,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069876/D0_C39.jpg,D0_C39.jpg,"(85, 37, 3)",0423818069876,C39,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069825/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069825,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069825/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069825,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069825/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069825,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069825/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069825,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070308/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818070308,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070308/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818070308,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070308/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818070308,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070308/D0_C531.jpg,D0_C531.jpg,"(272, 207, 3)",0423818070308,C531,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070308/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818070308,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069836/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069836,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069836/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069836,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069836/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069836,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069836/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069836,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069836/D0_C202.jpg,D0_C202.jpg,"(36, 85, 3)",0423818069836,C202,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069831/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069831,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069831/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069831,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069831/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069831,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069831/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069831,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423918057214/D0_C1090.jpg,D0_C1090.jpg,"(52, 23, 3)",0423918057214,C1090,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423918057214/D0_C48.jpg,D0_C48.jpg,"(94, 175, 3)",0423918057214,C48,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069830/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069830,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069830/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069830,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069830/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069830,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069830/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069830,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069837/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818069837,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069837/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818069837,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069837/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818069837,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069837/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818069837,C105,C,0930
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423918006018/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423918006018,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423918006018/D0_C35.jpg,D0_C35.jpg,"(85, 36, 3)",0423918006018,C35,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070031/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818070031,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070031/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818070031,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070031/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818070031,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070031/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818070031,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069916/D0_C143.jpg,D0_C143.jpg,"(56, 22, 3)",0423818069916,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069916/D0_C144.jpg,D0_C144.jpg,"(56, 22, 3)",0423818069916,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069916/D0_C109.jpg,D0_C109.jpg,"(56, 22, 3)",0423818069916,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069916/D0_C1088.jpg,D0_C1088.jpg,"(85, 37, 3)",0423818069916,C1088,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818069916/D0_C105.jpg,D0_C105.jpg,"(56, 22, 3)",0423818069916,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C46.jpg,D1_C46.jpg,"(85, 36, 3)",0423818070054,C46,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C143.jpg,D1_C143.jpg,"(56, 22, 3)",0423818070054,C143,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C144.jpg,D1_C144.jpg,"(56, 22, 3)",0423818070054,C144,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C109.jpg,D1_C109.jpg,"(56, 22, 3)",0423818070054,C109,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C39.jpg,D1_C39.jpg,"(85, 37, 3)",0423818070054,C39,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C105.jpg,D1_C105.jpg,"(56, 22, 3)",0423818070054,C105,C,0930
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_0930/0423818070054/D1_C206.jpg,D1_C206.jpg,"(36, 84, 3)",0423818070054,C206,C,0930
